#CODE;RUSSIAN;x
EVTDESCcoronation.3D;[Root.GetTitledFirstNameNoRegnal], сам[Root.GetAyaYy] преданн[Root.GetAyaYy] и набожны[Root.GetAyaYy], [Root.GetRegnalOrdinal] [Root.GetHerHis] имени,\nКак желает [From.Religion.GetHighGodName], я, [From.GetTitledFirstName], благословляю ваше желание быть коронован[Root.GetOyYm] в Великом Храме Бога [From.Religion.GetHighGodName], как [Root.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Зашитни[From.GetTsaK] Государства.;x
EVTOPTAcoronation.3;Отлично, отправить приглашения всем моим вассалам;x
EVTDESCcoronation.4;Ваша Милость [Root.GetTitledFirstName], Именем Семерых, я, Верховный Септон, хочу сообщить вам, что считаю вас еще не достойн[Root.GetOyYm] и не готов[Root.GetOyYm] к тому, чтобы быть коронованн[Root.GetOyYm] как Правитель Семи Королевств. Боги верят в вас, как и вы в них, но помните, что честь получить их благословение не дается легко и предназначена исключительно для чистых душ.\nПодпись,\nЕго Святейшество, Септон;x
EVTDESCcoronation.4A;Ваша Милость [Root.GetTitledFirstName], Именем Владыки Света, я, [From.GetTitledFirstName], хочу сообщить вам, что считаю вас еще не достойн[Root.GetOyYm] и не готов[Root.GetOyYm] к тому, чтобы быть коронованн[Root.GetOyYm] как Правитель Семи Королевств. Р'глор верит в вас, как и вы в него, но помните, что честь получить его благословение не дается легко и предназначена исключительно для чистых душ.\nПодпись,\n[From.GetTitledFirstName];x
EVTDESCcoronation.4B;[Root.GetTitledFirstName], во имя Утонувшего Бога, я, [From.GetTitledFirstName], хочу сообщить, что жрецы и я считаем вас еще не достойн[Root.GetOyYm] и не готов[Root.GetOyYm] к тому, чтобы быть коронованн[Root.GetOyYm] как Правитель Семи Королевств. Утонувший Бог верит в вас, как и вы в него, но помните, что честь получить его благословение не дается легко и предназначена исключительно для сильнейших людей.\nПодпись,\n[From.GetTitledFirstName];x
EVTDESCcoronation.4C;[Root.GetTitledFirstName], Именем Семерых, я, Верховный Септон, хочу сообщить вам, что считаю вас еще не достойн[Root.GetOyYm] и не готов[Root.GetOyYm] к тому, чтобы быть коронованным как Правитель Семи Королевств.  Боги не дадут благословения неверным, так что мы можем лишь пожелать вам принять Семерых для благословения в будущем.\nПодпись,\nЕго Святейшество, Септон;x
EVTDESCcoronation.4D;Ваша Милость [Root.GetTitledFirstName], Именем Бога [From.Religion.GetHighGodName], я, [From.GetTitledFirstName], хочу сообщить вам, что считаю вас еще не достойн[Root.GetOyYm] и не готов[Root.GetOyYm] к тому, чтобы быть коронованн[Root.GetOyYm] как Правитель Семи Королевств. [From.Religion.GetHighGodName] верит в вас, как и вы в него, но помните, что честь получить его благословение не дается легко и предназначена исключительно для чистых душ.\nПодпись,\n[From.GetTitledFirstName];x
EVTOPTAcoronation.4;Почему [From.GetSheHe] не может просто сказать 'нет!'?;x
EVTDESCcoronation.5;Благородн[Root.GetAyaYy] [Root.GetTitledFirstName],\nВы будете счастливы узнать, что я, [From.GetTitledFirstName], буду проводить церемонию коронации в Великой Септе с благословения Верховного Септона. Вам предоставлена честь быть приглашенн[Root.GetOyYm] для участия в церемонии, которая состоится в ближайшее время в городе [From.Capital.GetName].\Ваш Святейший Повелитель и Господин,\n[From.GetName] из Дома [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] [From.GetHerHis] имени, [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.5A;Благородн[Root.GetAyaYy] [Root.GetTitledFirstName],\nВы будете счастливы узнать, что я, [From.GetTitledFirstName], буду проводить церемонию коронации в Красном Храме Владыки Света, [FromFrom.GetTitledFirstName] благословил на это. Вам предоставлена честь быть приглашенн[Root.GetOyYm] для участия в церемонии, которая состоится в ближайшее время в городе [From.Capital.GetName].\nПисано пред взором Р'глора ,\n[From.GetName] из Дома [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] [From.GetHerHis] имени, [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.5B;Благородн[Root.GetAyaYy] [Root.GetTitledFirstName],\nВы будете счастливы узнать, что я, [From.GetTitledFirstName], буду проводить церемонию коронации, [FromFrom.GetTitledFirstName] и [FromFrom.GetHerHis] Утоновшие Жрецы благословили на это. Вам предоставлена честь быть приглашенным для участия в церемонии возложения Короны из Плавника, которая состоится в ближайшее время в городе [From.Capital.GetName].\nВсем благородным Лордам и Вассалам,\n[From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] [From.GetHerHis] имени, [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.5C;[Root.GetTitledFirstName],\nВелик[From.GetAyaIy] [From.GetTitledFirstName] объявил[From.GetEndA], что [From.GetSheHe] проведет свою коронацию согласно вестеросским обычаям, возложив на голову металличекую корону. Верховный Септон лично проделает это действие перед Железным троном. Вам предоставлена честь быть приглашенным для участия в церемонии, которая состоится в ближайшее время в городе [From.Capital.GetName].\nПодпись,\n[From.GetName], [From.GetRegnalOrdinal] [From.GetHerHis] имени, [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.5D;Благородн[Root.GetAyaYy] [Root.GetTitledFirstName],\nС радостью сообщаю, что я, [From.GetTitledFirstName], проведу коронацию в Храме [From.Religion.GetReligionHighGodGEN], [FromFrom.GetTitledFirstName] благословил на это. Вам оказана честь был приглашенным для участия в церемонии, которая пройдет в городе [From.Capital.GetName].\nПисано пред взором [From.Religion.GetReligionHighGodGEN],\n[From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] [From.GetHerHis] имени, [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTOPTAcoronation.5;Я отвечу, что буду присутствовать;x
EVTOPTBcoronation.5;Какое высокомерие! Сообщу о своем отношении;x
EVTDESCcoronation.6;[From.GetTitledName] с сожалеем сообщает вам, что [From.GetSheHe] не может присутствовать на церемонии, так как у н[From.GetHerHis] имеются очень важные дела, требующие [From.GetHerHis] внимания.;x
EVTOPTAcoronation.6;У меня нет слов для такого бесчестья;x
EVTNAMEcoronation.7;Церемония коронации;x
EVTNAMEcoronation.11;[From.GetKingQueen] на Железном Троне;x
EVTDESCcoronation.11;Во имя Отца, я, [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] моего имени, пред взором Семерых обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] Верховным Септоном и официально получил[From.GetEndA] титул [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.11A;Во имя Владыки Света, я, [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] моего имени, пред взором Владыки Огня обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Р'глора и согласно своим силам и способностям.\n\nСегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFromFrom.GetTitledFirstName] и официально получил[From.GetEndA] титул [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.11B;Во имя Утонувшего Бога, я, [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] моего имени, пред взором Утонувшего Бога обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Божества и согласно своим силам и способностям.\n\nСегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFromFrom.GetTitledFirstName] Короной из Плавника и официально получил[From.GetEndA] титул [From.GetKingQueen] Железнорожденных, Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.11C;Во имя моих предков, Я, [From.GetFirstName], [From.GetRegnalOrdinal] моего имени, пред взором Богов обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] Верховным Септоном и официально получил[From.GetEndA] титул [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.11D;Во имя [From.Religion.GetReligionHighGodGEN], я, [From.GetFirstNameoftheHouse], [From.GetRegnalOrdinal] моего имени, пред взором [From.Religion.GetReligionHighGodGEN] обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFromFrom.GetTitledFirstName] и официально получил[From.GetEndA] титул [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK].;x
EVTDESCcoronation.7;Во имя Отца, я, [From.GetFirstNameoftheHouse], [Root.GetRegnalOrdinal] моего имени, пред взором Семерых обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня я был[From.GetEndA] коронован[From.GetEndA] Верховным Септоном и официально получил[From.GetEndA] титул [Root.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.7A;Во имя Владыки Света, я, [From.GetFirstNameoftheHouse], [Root.GetRegnalOrdinal] моего имени, пред взором Р'глора обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Божества и согласно своим силам и способностям.\n\nСегодня я был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFrom.GetTitledFirstName] и официально получил[From.GetEndA] титул [Root.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.7B;Во имя Утонувшего Бога, я, [From.GetFirstNameoftheHouse], [Root.GetRegnalOrdinal] имени, пред взором Утонувшего Бога обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Божества и согласно своим силам и способностям.\n\nСегодня я был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFrom.GetTitledFirstName] Короной из Плавника и официально получил[From.GetEndA] титул [Root.GetKingQueen] Железнорожденных, Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.7C;Во имя моих предков, я, [Root.GetFirstName], [Root.GetRegnalOrdinal] моего имени, пред взором Богов обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня я был[From.GetEndA] коронован[From.GetEndA] Верховным Септоном и официально получил[From.GetEndA] титул [Root.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTDESCcoronation.7D;Во имя [Root.Religion.GetReligionHighGodGEN], я, [From.GetFirstNameoftheHouse], [Root.GetRegnalOrdinal] моего имени, пред взором [Root.Religion.GetReligionHighGodGEN] обещаю и торжественно клянусь, что буду защищать и беречь земли всеми возможными средствами при поддержке Богов и согласно своим силам и способностям.\n\nСегодня я был[From.GetEndA] коронован[From.GetEndA] священнослужителем [FromFrom.GetTitledFirstName] и официально получил[From.GetEndA] титул [Root.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель[From.GetEndNitsa] Семи Королевств и Защитни[From.GetTsaK] Государства.;x
EVTOPTAcoronation.7;Это значительно укрепит моё правление;x
EVTDESCcoronation.9;Сегодня [From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] Верховным Септоном и официально получил[From.GetEndA] титул [From.GetKingQueen] Андалов, Ройнаров и Первых Людей, Правитель Семи Королевств, Защитник Государства и благословлен[From.GetEndA] Верховным Септоном. Церемония была великолепна.;x
EVTOPTAcoronation.9;Да здравствует [From.GetTitledFirstName]! Да правит [From.GetSheHe] долго!;x
EVTDESCcoronation.10;[From.GetTitledFirstName] был[From.GetEndA] коронован[From.GetEndA] и благословлен[From.GetEndA] его Святейшеством в Великой Септе. Благословенный Верховный Септон подтвердил право на владение землями и права знаменосцев на этих землях.;x
EVTOPTAcoronation.10;Ок;x
coronation_rejected;Отклонил коронацию;x
opinion_attended_ceremony;Присутствовал[_] на коронации;x
coronation;Запрос Коронации;x
coronation_desc;Принятие этого решения приведет к обращению к Верховному Септону для проведения церемонии коронации в Великой Септе. Это позволит персонажу [Root.GetTitledFirstName] стать коронованным и благословленным Богами и легитимизирует ваши права на Семь Королевств.;x
crowned_by_pope;Коронован[_];x
crowned_by_pope_desc;Был[_] коронован[_] Верховным Септоном и официально признан[_] как [Root.GetTitle];x
new_lord_commander_elected;Известить все королевство;x
EVTNAME4141;[From.GetTitle] умер[From.GetNoneE];x
EVTDESC4141;[This.PrimaryTitle.GetFOA], [From.GetHerHis] Величество [From.GetTitle] [From.GetFirstName] испустил[From.GetEndA] свой последний вздох и теперь покоится с миром. Теперь [From.GetHerHis] наследник, [From.Heir.GetTitle] [From.Heir.GetFirstName] [From.Heir.GetOnlyDynastyName], займет трон и отныне будет править Семью Королевствами.;x
EVTOPTA4141;Да здравствует [From.GetTitle]!;x
EVTOPTB4141;Меня не волнует эт[From.GetEtaEtot] иноземн[From.GetAyaYy] [From.GetTitle];x
EVTOPTAcoronation.11;[From.GetSheHeCap] не м[From.GetAyaOy] [From.GetTitle].;x
EVTDESCcoronation.8;Все было запланировано на завтрашний день, это было бы великолепно. Я собира[GetLasLsya] получить благословление Верховного Септона и стать Владыкой Семи Королевств, но мой титул был узурпирован.;x
EVTOPTAcoronation.8;Я верну свой престол назад;x
TOOLTIPcoronationREJECTED;Священник, который отвечает за проведение коронации, еще не ответил \n;x
EVTDESCcoronation.799;Лорды королевства уже начали прибывать в город [Root.Capital.GetName] для торжественной церемонии. Им был предложен кров, хлеб и [Root.GetAlcoholicDrink] как почетным гостям, и до самого дня коронации будет один грандиозный пир.;x
EVTOPTAcoronation.799;Приветствую всех!;x
EVTDESCcoronation.798;Вы, наконец-то, прибыли в город [From.Capital.GetName], где [From.GetTitledFirstNameNoRegnal] будет коронован[From.GetEndA]. Вам предложили кров, хлеб и [From.GetAlcoholicDrink] как почетному гостю, а в ближайшие дни ожидается огромное множество пиров вплоть до церемонии коронации.;x
EVTOPTAcoronation.798;Я рад[GetEndA] быть здесь;x
TOOLTIPcoronationNEWHIGHSEPTON;Новый Верховный Септон в настоящее время НЕ выбран;x
TOOLTIPcoronationONGOING;НЕТ запроса коронации;x
TOOLTIPcoronationAEGONSCONQUEST;Завоевание Эйгона НЕ продолжается;x
