#CODE;RUSSIAN;x
EVTDESCLoR.404;B этот прекрасный день для гонок ипподром был заполнен людьми, которые надеются, что их [Root.GetTitle] победит... или с треском провалится. Спиридон, звезда Зелёных, смотрит на Вас с презрением, когда Ваши колесницы встречаются. "Я постараюсь не слишком стеснять Вас, Ваше Величество", — сказал он сквозь зубы.\nТрубы знаменуют начало гонки. Одна за другой, Зелёные колесницы разваливаются и опрокидываются, освобождая Вам путь. Только бронированная колесница Спиридона остается в Зелёной команде, Ваши Синие союзники двигаются, чтобы заблокировать его, но их колесницы тоже падают. Похоже, команды имели сходные тактики на гонку. Разъярённая толпа штурмует арену в негодовании от этой вопиющей попытки обеих команд смухлевать!;x
EVTOPTALoR.404;Назад! Назад!;x
EVTTOOLTIPLoR.405;Гонки на колесницах завершены.;x
EVTNAMELoR.405;Eщё одно предложение…;x
EVTDESCLoR.405;Вы идёте быстрым шагом по пустому коридору в императорском дворце на очередную утомительную встречу с советниками и слышите шёпот за одной из штор. Достав кинжал и отогнув штору в сторону, Вы обнаруживаете Анаксимандра, карлика, который завербовал Вас в гонки на колесницах!\n"Вы! Я должен Вас четвертовать. Вся наша команда упала с колесниц!". Анаксимандр улыбается, и говорит: "Успокойтесь, Ваше Величество. Ваша колесница выдержала, не так ли? У меня есть новый хитрый план на следующую гонку - на этот раз всё устроится. Ваша эпическая победа будет отмечена столетиями".;x
EVTOPTALoR.405;Я буду сожалеть об этом, но присоединюсь к Вашему плану.;x
EVTOPTBLoR.405;Неинтересно. Стража, уберите это несчастное существо прочь!;x
hippodrome_refuse_second;Анаксимандр брошен в темницу, а Вы оставляете эти подлые планы навсегда.;x
EVTTOOLTIPLoR.406;Вы продолжаете свои тренировки.;x
EVTNAMELoR.406;Tренировки возобновляются;x
EVTDESCLoR.406;Вы возобновляете своё обучение и хотя Вы теперь более умелый гонщик, этого всё равно не достаточно, чтобы обойти конкурентов, многие из которых начали водить колесницы с раннего детства. Анасимандр приближается к Вам, чтобы рассказать о своём новом плане.\n"Вот, Ваше Величество", — говорит он, и достаёт небольшую бутылку из своего плаща. — "Одной капли этой смеси, которую я и мои коллеги приобрели по дорогой цене я смею добавить, достаточно, чтобы отправить человека в уборную на нескольких минут. Каждому члену команды Зелёных будут предложены пряные вина их квартирмейстером - нашим человеком - как раз перед началом гонки. Я думаю, что Вы понимаете, куда я клоню...";x
EVTOPTALoR.406;Хорошо. Это действительно может сработать!;x
EVTNAMELoR.407;Bторая гонка;x
EVTDESCLoR.407;Вы опять появляетесь на ипподроме в колеснице под овации толпы. Похоже, почти весь Константинополь собрался на этой важной гонке. Спиридон, Ваш старый соперник, инструктирует остальных из Зелёной команды, когда их квартирмейстер предлагает им глоток вина, чтобы укрепить их решимость. Все принимают это предложение, за исключением Спиридона. Вместо этого, он громко объявляет, что предлагает своё вино Синей команде. Прежде, чем Вы успеваете возразить, Синие делят вино между собой...\nТрубы ревут и гонка начинается. Через несколько секунд первые несколько гонщиков спрыгивают со своих колесниц и бегут в уборную. Скоро остаётесь только Вы и Спиридон. Фортуна любит Вас, каким-то образом Спиридон сталкивается с последним гонщиком, оставившим свою колесницу. Это задерживает его достаточно, чтобы Вы победили!;x
EVTOPTALoR.407;Победа, но не благодаря Анаксимандру!;x
EVTNAMELoR.408;Bторая гонка;x
EVTDESCLoR.408;Вы опять появляетесь на ипподроме в колеснице под овации толпы. Похоже, почти весь Константинополь собрался на этой важной гонке. Спиридон, Ваш старый соперник, инструктирует остальных из Зелёной команды, когда их квартирмейстер предлагает им глоток вина, чтобы укрепить их решимость. Все принимают это предложение, за исключением Спиридона. Вместо этого, он громко объявляет, что предлагает своё вино Синей команде. Прежде, чем Вы успеваете возразить, Синие делят вино между собой...\nТрубы ревут и гонка начинается. Через несколько секунд первые несколько гонщиков спрыгивают со своих колесниц и бегут в уборную. Скоро остаётесь только Вы и Спиридон и, к сожалению для Вас, он оказывается лучшим гонщиком на колеснице. Он обходит Вас на последнем круге и мчится к своей победе.;x
EVTOPTALoR.408;Проклятье!;x
EVTNAMELoR.409;Bторая гонка;x
EVTDESCLoR.409;Вы опять появляетесь на ипподроме в колеснице под овации толпы. Похоже, почти весь Константинополь собрался на этой важной гонке. Спиридон, Ваш старый соперник, инструктирует остальных из Зелёной команды, когда их квартирмейстер предлагает им глоток вина, чтобы укрепить их решимость. Все принимают это предложение, за исключением Спиридона. Вместо этого, он громко объявляет, что предлагает своё вино Синей команде. Прежде, чем Вы успеваете возразить, Синие делят вино между собой...\nТрубы ревут и гонка начинается. Через несколько секунд первые несколько гонщиков спрыгивают со своих колесниц и бегут в уборную. Скоро остаётесь только Вы и Спиридон, но толпа достаёт оружие, наблюдая за этим позорным зрелищем. Для зрителей очевидно, что игра нечестная. Они выпрыгивают на арену!;x
EVTOPTALoR.409;Назад, негодяи!;x
EVTNAMELoR.410;Oдним солнечным днём…;x
EVTDESCLoR.410;Вы наслаждаетесь тишиной вдали от своих советников в тени деревьев в дворцовом саду. Звук сверху привлекает Ваше внимание, Вы смотрите вверх и замечаете Анасимандра, колесничего карлика, прячущегося в ветвях. "[Root.PrimaryTitle.GetFOA]", — шепчет он с улыбкой. — "Прежде чем я пострадаю от Вашего гнева, я прошу Вас выслушать меня."\nОн слезает с дерева и предоставляет Вам свои новые предложения. "Судьба была против нас в прошлом, Ваше Величество, но на этот раз мой план надёжен". Он сияет беззубым ртом, делая самую обаятельную улыбку, какую может. "Ваше Величество, ведь Бог троицу любит. Что скажете?";x
EVTOPTALoR.410;На этот раз все получится. Я в деле.;x
EVTOPTBLoR.410;Ты должно быть шутишь. Стража!;x
EVTNAMELoR.411;Kолесница;x
EVTDESCLoR.411;Анаксимандр приводит Вас в небольшую мастерскую в одном из бедных районов Константинополя. "Здесь они вооружат Вашу колесницу", — объясняет он. Вы наблюдаете, как мастера устанавливают пару расширяемых металлических лезвий в шасси, предназначенных для кромсания колёс любой соседней колесницы.\nВы усердно тренируетесь на новой колеснице, пока не осваиваете новое оружие. Когда Вы собираетесь отправиться на ипподром накануне гонки, Анаксимандр даёт Вам палицу. "На всякий случай", — объясняет он.;x
EVTOPTALoR.411;Будем надеяться, что это не понадобится.;x
EVTNAMELoR.412;Tретья гонка;x
EVTDESCLoR.412;Вот она, финальная гонка сезона. Ипподром заполнен до отказа и оглушительным рёвом приветствует Вас, когда Вы въезжаете на арену. Вы становитесь в линию рядом с Спиридоном, Вашим старым врагом из Зелёных и любимцем толпы. "Ваше Величество", — говорит он и плюет на землю.\nТрубы гудят, и гонка начинается, но Вы, кажется, были не единственным, кто принёс оружие. Всё вокруг превращается в бойню, когда все гонщики начинают бить друг друга оружием и давят колесницами. Анакисмандрос ополчил обе стороны друг против друга - не может быть никакого другого объяснения. Ситуация обостряется ещё больше, когда взволнованная толпа вступает в борьбу. Вы заметили, как Анаксимандр забрался в колесницу Спиридона, и они двое скрылись с ипподрома через неохраняемый выход.;x
EVTOPTALoR.412;Преследовать!;x
EVTOPTBLoR.412;Остаться позади.;x
EVTTOOLTIPLoR.413;Вы остаётесь на ипподроме, чтобы подавить бунт.;x
EVTNAMELoR.413;Hаведение порядка;x
EVTDESCLoR.413;Когда Спиридон и предатель Анаксимандр покидают ипподром не оставляя ничего, кроме хаоса на своём пути, Вы привлекаете варяжскую гвардию на свою сторону. Вместе с эскадроном катафрактов из соседнего гарнизона Вам, наконец, удалось навести порядок. Цена жизни велика, и людям, охваченным гневом и паникой нельзя было не помочь.\nВаша карьера в качестве гонщика колесницы закончилась, но несмотря ни на что, Вы повели себя как волевой лидер, считающийся с потребностями Империи. Вы задаетесь вопросом, что стало возможным мотивом Анаксимандра ополчить Синюю и Зелёную фракции друг против друга в открытом бою? И ещё, как долго зарождался этот план в его голове? Вы, вероятно, никогда не узнаете. В настоящее время он находится в розыске по всей Империи.;x
EVTOPTALoR.413;Чёртов карлик.;x
EVTTOOLTIPLoR.414;Вы преследуете их за пределами ипподрома.;x
EVTNAMELoR.414;Hачинается погоня;x
EVTDESCLoR.414;Вы оставляете безумие на ипподроме и направляете свою колесницу на улицы Константинополя по горячим следам Спиридона и предателя Анаксимандра. С развернутыми лезвиями Ваша колесница разбивает рыночные палатки и глиняную посуду в узких переулках. Шипящий Анаксимандр пытается дать Вам отведать вкус кнута, но без успеха.\nВы проноситесь мимо собора Святой Софии по Августеону, и перепуганные священники разбегаются в стороны, чтобы уйти с Вашего пути. При резком повороте Вы продолжаете нестись вперёд на Месу, главную улицу, быстро проезжая мимо телег с волами и форума Константина до того, как Спиридон резко поворачивает на север в сторону Золотого Рога. В конце концов он теряет контроль над своей колесницей в доках и падает в сложенные ящики. Вы спрыгиваете с колесницы и достаете булаву.;x
EVTOPTALoR.414;Никакой пощады!;x
EVTOPTBLoR.414;Проявить милосердие.;x
EVTTOOLTIPLoR.416;Вы проявляете милосердие.;x
EVTNAMELoR.415;Hикакой пощады;x
EVTDESCLoR.415;Спиридона придавили ящики. Его мёртвые глаза смотрят на Вас с осуждением. Анаксимандр, однако, хрипит в стороне со сломанной ногой. Он проклинает Ваше имя, когда Вы приближаетесь к нему с булавой. "Зачем всё это?" — спрашиваете Вы у него. — "Что Вы хотели получить?"\nКарлик криво усмехается. "Несколько эпох назад было четыре команды в гонках на колесницах: Синие, Зелёные, Белые и Красные. Тогда две самые мощные команды поглотили слабых. Кто говорит про Белых сегодня? Или про Красных? Где их слава? Господство Синих и Зелёных должно было закончиться, Ваше Величество. Любой ценой. Если мой племянник Спиридон и я смогли бы заставить их уничтожить друг друга..." Вы слышали достаточно. Одним ударом Ваша булава навсегда заставила Анаксимандра замолчать.;x
EVTOPTALoR.415;Одной головной болью меньше.;x
EVTTOOLTIPLoR.415;Вы не проявляете милосердие.;x
EVTNAMELoR.416;Mилосердие;x
EVTDESCLoR.416;Спиридона придавили ящики. Его мёртвые глаза смотрят на Вас с осуждением. Анаксимандр, однако, хрипит в стороне со сломанной ногой. Он проклинает Ваше имя, когда Вы приближаетесь к нему с булавой. "Зачем всё это?" — спрашиваете Вы у него. — "Что Вы хотели получить?"\nКарлик криво усмехается. "Несколько эпох назад было четыре команды в гонках на колесницах: Синие, Зелёные, Белые и Красные. Тогда две самых мощные команды поглотили слабых. Кто говорит про Белых сегодня? Или про Красных? Где их слава? Господство Синих и Зелёных должно было закончиться, Ваше Величество. Любой ценой. Если мой племянник Спиридон и я смогли бы заставить их уничтожить друг друга..." Вы слышали достаточно. Варяжская гвардия догнала Вас и посадила Анаксимандра под замок.;x
EVTOPTALoR.416;Выбросить ключ;x
EVTTOOLTIPLoR.417;Константинополь охвачен беспорядками!;x
hippodrome_riots;Город осаждён бунтовщиками и хулиганами!;x
EVTNAMELoR.417;Kонстантинополь в огне;x
EVTDESCLoR.417;Гвардейцы спрыгивают на арену, чтобы защитить Вас, и быстро окорачивают бунтовщиков, достаточно глупых, чтобы приблизиться к Вашей колеснице. Варяжская гвардия пробивает Вам безопасный путь до дворца, но остальная часть Константинополя горит, пока расстроенная толпа вырывается из Ипподрома на улицы. Когда Вы смотрите с дворцового балкона, как распространяется пожар, Вы поднимаете кулаки к небу и ревете со всей силы:\n"АААНННАААКСИМАААААНДР!!!!!!!!!!!!!!";x
EVTOPTALoR.417;Когда я доберусь до него...;x
EVTDESCLoR.500;На Ипподроме скоро планируются гонки колесниц. Восемь колесниц от традиционных Синей и Зелёной команд будут сражаться за славу. Вы можете выбрать, кому отдать предпочтение из этих фракций и поставить на них в знак поддержки.;x
EVTOPTALoR.500;Поддержать Синих;x
EVTOPTBLoR.500;Поддержать Зелёных;x
EVTOPTCLoR.500;У меня нет времени на глупые игры;x
hippodrome_nobet;Гонки колесниц? Я умываю руки.;x
EVTTOOLTIPLoR.501;Синяя команда победила;x
EVTDESCLoR.501;Соперники шли вровень, но Синяя команда стала победителем после напряженного последнего круга. Их возничий делает круг почёта под овации восторженной толпы. Когда он проезжает мимо Вашего места, он склоняет голову в знак уважения и признательности.;x
EVTOPTALoR.501;Я знаю, как выбирать победителя.;x
EVTTOOLTIPLoR.502;Синяя команда проиграла;x
EVTDESCLoR.502;Синяя команда проиграла гонку на последнем круге. Под крики толпы, Зелёный возничий делает круг почёта. Когда он проезжает мимо Вашего места, он сверкает злорадной улыбкой и помахивает Вам. К счастью, Ваши сообразительные слуги убрали кубок с вином, прежде чем Вы швырнули его в возницу.;x
EVTOPTALoR.502;Совсем чуть-чуть!;x
EVTTOOLTIPLoR.503;Зелёная команда победила.;x
EVTDESCLoR.503;Соперники шли вровень, но Зелёная команда стала победителем после напряженного последнего круга. Их возничий делает круг почета под овации восторженной толпы. Когда он проезжает мимо Вашего места, он склоняет голову в знак уважения и признательности.;x
EVTOPTALoR.503;Я знаю, как выбирать победителя.;x
EVTTOOLTIPLoR.504;Зелёная команда проиграла.;x
EVTDESCLoR.504;Зелёная команда проиграла гонку на последнем круге. Под крики толпы, Синий возничий делает круг почета. Когда он проезжает мимо Вашего места, он сверкает злорадной улыбкой и помахивает Вам. К счастью, Ваши сообразительные слуги убрали кубок с вином, прежде чем Вы швырнули его в возницу.;x
EVTOPTALoR.504;Совсем чуть-чуть!;x
EVTDESCLoR.800;Один из евнухов при Императорском дворе проявил себя и привлёк внимание Ваших советников. Хотя они обычно ревнивы и ненавидят признавать достоинства других, даже они не могут отрицать перспективность этого молодого человека.;x
EVTOPTALoR.800;Очень хорошо. Приведите этого человека ко мне.;x
EVTOPTBLoR.800;Он должен мыть полы и наблюдать за женщинами.;x
introduce_eunuch;Ваши слуги удалились, чтобы привести евнуха.;x
no_to_eunuchs;Вы отказываетесь иметь дело с этим евнухом.;x
EVTDESCLoR.801;Евнуха приводят, и Вы сразу замечаете, что за глазами этого молодого человека скрывается острый ум. Его лояльность по отношению к Вам не вызывает сомнений. К тому же его не могут соблазнить и повернуть против Вас козни женщин. Несмотря на свои годы, он уже завоевал известность за свои боевые способности.;x
