#CODE;RUSSIAN;x
EVTOPTAbankruptcy.501;Я удовлетворен[GetEndA];x
EVTDESCbankruptcy.502;[Root.GetTitle] [Root.GetFirstName], боюсь, я не могу принять предлагаемые условия. Эти земли предназначены для других целей, вы получите свое золото как только [From.PrimaryTitle.GetName] будет располагать такой возможностью.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTOPTAbankruptcy.502;Да пусть так и будет;x
EVTDESCbankruptcy.503;[Root.PrimaryTitle.GetFOA], Мне очень жаль слышать, что вы не можете вернуть долг вовремя, но, возможно, мы сможем достигнуть еще одного соглашения? Если права и свободы вассалов земли [Root.PrimaryTitle.GetName] будут расширены, мы готовы забыть о долге.\n\nВаш[From.GetEndA],\n[From.GetTitle] [From.GetFirstName];x
EVTOPTAbankruptcy.503;У меня нет выбора, придётся подписать этот закон;x
EVTOPTBbankruptcy.503;Нет, я не буду изменять законы ради золота;x
EVTDESCbankruptcy.504;[Root.GetTitle] [Root.GetFirstName], предлагаемые вами условия, являются наиболее разумными. Я расширю права вассалов в земле [From.GetTitle], если [From.PrimaryTitle.GetName] забудет о моей задолженности.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTOPTAbankruptcy.504;Хорошая сделка;x
EVTDESCbankruptcy.505;[Root.GetTitle] [Root.GetFirstName], боюсь, я не могу принять предлагаемые условия. Законы не подлежат изменению, вы получите свое золото как только [From.PrimaryTitle.GetName] получит такую возможность.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTDESCbankruptcy.506;[Root.PrimaryTitle.GetFOA], мы получили указ, который выпустил[FromFrom.GetEndA] [FromFrom.GetTitle] [FromFrom.GetFirstName] из владения [FromFrom.Capital.GetName]. [FromFrom.GetTitle] подписал[FromFrom.GetEndA] закон о снижении авторитета короны в своих владениях. По слухам, это было сделано в обмен на отмену долга земли [FromFrom.PrimaryTitle.GetName] перед персонажем [From.GetTitle] [From.GetFirstName] и Домом [From.GetOnlyDynastyName].;x
EVTOPTAbankruptcy.506;Кажется все счастливы;x
EVTDESCbankruptcy.507;[Root.PrimaryTitle.GetFOA], жрецы огорчены тем, что ваш Дом не может вовремя погасить долг, вожможно есть еще одно решение данной ситуации? Если авторитет и права церковнослужителей в ваших землях будут расширены, они готовы забыть о вашем долге.\n\n Писано пред взором Богов,\nЕго Святейшество, Верховный Септон;x
EVTOPTAbankruptcy.507;Да, придётся пойти на уступки септонам;x
EVTOPTBbankruptcy.507;Нет, влияние религии и так велико;x
EVTDESCbankruptcy.508;Ваше Святейшество, предлагаемые вами условия являются наиболее приемлимыми. Я расширю права септонов в своих землях, если вы забудите о долге.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTOPTAbankruptcy.508;[From.GetSheHeCap] показывает благочестие и мудрость;x
EVTDESCbankruptcy.509;Ваше Святейшество, я вынужден[From.GetEndA] вам отказать. Законы в моих землях не будут изменяться за золото, долг вы получите, как только [From.PrimaryTitle.GetName] получит такую возможность.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTOPTAbankruptcy.509;Септоны будут расстроены;x
EVTDESCbankruptcy.510;[Root.PrimaryTitle.GetFOA], мы получили указ, который выпустил[FromFrom.GetEndA] [FromFrom.GetTitle] [FromFrom.GetFirstName] из владения [FromFrom.Capital.GetName]. [FromFrom.GetTitle] подписал[FromFrom.GetEndA] указ расширяющий права и влияние служителей Веры Семерых в своих владениях. По слухам это сделано ради отмены долга государства [FromFrom.PrimaryTitle.GetName] перед священнослужителями.;x
EVTOPTAbankruptcy.510;Я надеюсь, что это доказывает мою мудрость;x
EVTDESCbankruptcy.511;[Root.PrimaryTitle.GetFOA], мне жаль слышать, что вы не можете заплатить мне в нужное время, но, возможно, мы сможем достичь другого соглашения? Если бы вы обещали предоставить мне услугу в будущем, я бы взамен отменил[From.GetEndA] этот долг.\n\n Ваш,\n[From.GetTitle] [From.GetFirstName];x
EVTOPTAbankruptcy.511;Это разумно, я принимаю;x
EVTDESCbankruptcy.512;[Root.GetTitle] [Root.GetFirstName], ваши предложенные условия являются наиболее разумными. Настоящим я обязуюсь предоставить вам услугу, а взамен долг государства [From.PrimaryTitle.GetName] перед вами будет отменен.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTDESCbankruptcy.513;[Root.GetTitle] [Root.GetFirstName], боюсь, я не могу согласиться с этими условиями. Мои ведомства и закон не приемлют услуг, вы получите платеж в монете, как только [From.PrimaryTitle.GetName] сможет оплатить.\n\n С уважением,\n[From.GetTitle] [From.GetFirstName] из Дома [From.GetOnlyDynastyName];x
EVTOPTCbankruptcy.103;Я сам себе хозяин и кредит этот не имеет силы;x
EVTDESC38000;Можно уйти от смерти, но не от ростовщика!;x
EVTOPTA38000;Они безусловно заставят моего наследника погасить кредиты отца;x
EVTTOOLTIP38001;Скоро визит ростовщика;x
EVTDESC38002;[bank_envoy.GetBankEnvoyTitle] из общества [Root.GetLoanBank] прибыл[bank_envoy.GetEndA] в город [Root.Capital.GetName]. [bank_envoy.GetSheHeCap] добивается погашения кредита, взятого мною в банке.;x
EVTDESC38002B;Посланник банка прибыл в [Root.Capital.GetName]. Он добивается погашения кредита, взятого мною в банке.;x
EVTDESC38001;[bank_envoy.GetBankEnvoyTitle] из общества [Root.GetLoanBank] прибыл[bank_envoy.GetEndA] в город [Root.Capital.GetName]. [bank_envoy.GetSheHeCap] стремится получить выплыты по долгам, которые долж[From.GetNaEn] м[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstNameWithDynasty].;x
EVTDESC38001B;Посланник из банка [Root.GetLoanBank] прибыл в город [Root.Capital.GetName]. Они желают выплату по долгам, которые долж[From.GetNaEn] м[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstNameWithDynasty].;x
EVTDESC38001C;[bank_envoy.GetBankEnvoyTitle] из общества [Root.GetLoanBank] прибыл[bank_envoy.GetEndA] в город [Root.Capital.GetName]. [bank_envoy.GetSheHeCap] желает погашения задолжности, которое должен [debt_capital.GetFullName].;x
EVTDESC38001D;Посланник из банка [Root.GetLoanBank] прибыл в город [Root.Capital.GetName]. Они желают выплату по долгам, которые должен [debt_capital.GetFullName].;x
EVTOPTA38001;Со временем они получат своё золото;x
EVTOPTB38001;Они получат свои 125 золотых;x
EVTOPTC38001;Они получат свои 250 золотых;x
EVTOPTD38001;Они получат свои 500 золотых;x
EVTOPTE38001;Они получат свои 750 золотых;x
EVTOPTF38001;Они получат свои 1000 золотых;x
EVTOPTG38001;Они получат свои 1250 золотых;x
EVTOPTH38001;Я не долж[GetNaEn] им ничего!;x
EVTTOOLTIP38002C;Кредит в [Root.loan_total_repayable.GetValue]¤ будет погашен через пять лет;x
EVTOPTA38002;У меня сейчас есть деньги;x
EVTOPTB38002;Нет всей суммы, я буду платить проценты;x
EVTOPTC38002;Мне нужно больше времени, чтобы собрать средства;x
EVTOPTD38002;Вы не должны скрыть от меня ни единой монеты!;x
EVTTOOLTIP38002;Взять пятилетний кредит под 25%;x
EVTTOOLTIP38002B;Долг в [Root.loan_amount.GetValue]¤ будет продлён на два года;x
TOOLTIPrequest_loanLOANTAKEN;[This.GetTitledFirstNameNoRegnal] пока НЕ взял[This.GetEndA] кредит;x
TOOLTIPrequest_loanGIVENLOAN;[This.GetTitledFirstNameNoRegnal] ещё НЕ выдал[This.GetEndA] личный заём кому-либр;x
request_loan;Запросить заём;x
request_loan_desc;Попросить у персонажа [Root.GetTitledFirstNameNoRegnal] личный заём;x
TOOLTIPrequest_loanINPROGRESS;НЕ в процессе запроса займа;x
TOOLTIPrequest_loanEFFECT;[Root.GetTitledFirstNameNoRegnal] просит кредит на 5 лет под 25%;x
String_the_Iron_Bank;Железный Банк;x
String_Iron_Bank;Железный Банк;x
Iron_bank;Железный Банк;x
iron_bank_rank_1_male;Представитель;x
iron_bank_rank_1_female;Представительница;x
iron_bank_rank_2_male;Хранитель ключа;x
iron_bank_rank_2_female;Хранительница ключа;x
iron_bank_rank_3_male;Владелец акций;x
iron_bank_rank_3_female;Владелица акций;x
iron_bank_rank_4_male;Верховный советник;x
iron_bank_rank_4_female;Верховный советник;x
iron_bank_leader_desc;Верховный советник железного Банка;x
iron_bank;Железный Банк Браавоса;x
iron_bank_desc;Железный банк Браавоса - главный банк Вольного города Браавоса. Это один из самых богатых банков известного мира, который часто одалживает деньги иностранцам, таким как архонты, триархи и владыки Семи Королевств. Банк славится своей осмотрительностью и скрытностью, и как гласит пословица браавосцев, 'Железный банк всегда получает свое'.;x
currency_name_bank;Банковский статус;x
cash_reserve;Денежные резервы;x
preferred_cash_reserve;Предпочтительные минимальные резервы денег;x
outstanding_loans;Непогашенные кредиты;x
shares;Акции банка;x
loan_interest;Процентная ставка по займу;x
currency_is_adult_no;НЕ высокая: §R-20§!;x
TOOLTIP_DEFAULTEDLOAN;Дефолт по прошлому займу;x
c_rogare_bank;Банк Рогаре;x
String_the_Rogare_Bank;[c_rogare_bank.GetName];x
String_Rogare_Bank;[c_rogare_bank.GetName];x
Rogare_bank;[c_rogare_bank.GetName];x
rogare_bank_rank_1_male;Представитель;x
rogare_bank_rank_1_female;Представительница;x
rogare_bank_rank_2_male;Хранитель ключа;x
rogare_bank_rank_2_female;Хранительница ключа;x
rogare_bank_rank_3_male;Владелец акций;x
rogare_bank_rank_3_female;Владелица акций;x
rogare_bank_rank_4_male;Верховный советник;x
rogare_bank_rank_4_female;Верховный советник;x
rogare_bank_leader_desc;Верховный советник;x
rogare_bank;[c_rogare_bank.GetName];x
rogare_bank_desc;[c_rogare_bank.GetName] - банк предоставляет услуги в Вольном городе Лисе.;x
rogare_bank_desc_B;;x
String_the_Qarth_Bank;Старейший банк Кварта;x
String_Qarth_Bank;Старейший банк Кварта;x
Qarth_bank;Старейший банк Кварта;x
qarth_bank_rank_1_male;Представитель;x
qarth_bank_rank_1_female;Представительница;x
qarth_bank_rank_2_male;Хранитель ключа;x
qarth_bank_rank_2_female;Хранительница ключа;x
qarth_bank_rank_3_male;Владелец акций;x
qarth_bank_rank_3_female;Владелица акций;x
qarth_bank_rank_4_male;Верховный советник;x
qarth_bank_rank_4_female;Верховный советник;x
qarth_bank_leader_desc;Верховный советник Старейшего банка Кварта;x
qarth_bank;Старейший банк Кварта;x
qarth_bank_desc;Старейший банк Кварта - один из наиважнейших банков Дальнего Востока;x
String_the_Valyria_Bank;Банк Валирии;x
String_Valyria_Bank;Банк Валирии;x
Valyria_bank;Банк Валирии;x
valyria_bank_rank_1_male;Представитель;x
valyria_bank_rank_1_female;Представительница;x
valyria_bank_rank_2_male;Хранитель ключа;x
valyria_bank_rank_2_female;Хранительница ключа;x
valyria_bank_rank_3_male;Владелец акций;x
valyria_bank_rank_3_female;Владелица акций;x
valyria_bank_rank_4_male;Верховный советник;x
valyria_bank_rank_4_female;Верховный советник;x
valyria_bank_leader_desc;Верховный советник Банка Валирии;x
valyria_bank;Банк Валирии;x
valyria_bank_desc;Банк Валирии - один из наиважнейших банков известного мира.;x
c_bank_1;Новый банк;x
String_the_Bank_1;[c_bank_1.GetName];x
String_Bank_1;[c_bank_1.GetName];x
Bank_1;[c_bank_1.GetName];x
bank_1_rank_1_male;Представитель;x
bank_1_rank_1_female;Представительница;x
bank_1_rank_2_male;Хранитель ключа;x
bank_1_rank_2_female;Хранительница ключа;x
bank_1_rank_3_male;Владелец акций;x
bank_1_rank_3_female;Владелица акций;x
