#CODE;RUSSIAN;x
EVTOPTDmbs_cadet.084;Дом Клиган;x
EVTOPTDmbs_cadet.088;Дом Вестфорд;x
EVTOPTAcadet.166;Дом Крэбб;x
EVTOPTDmbs_cadet.142;Дом Кокс;x
EVTOPTDmbs_cadet.209;Дом Пенроз;x
EVTOPTDmbs_cadet.199;Дом Селми;x
EVTOPTDmbs_cadet.197;Дом Хорп;x
EVTOPTDmbs_cadet.124;Дом Уэнт;x
EVTOPTDmbs_cadet.128;Дом Вэнс;x
EVTOPTAcadet.173;Дом Касвелл;x
EVTOPTDmbs_cadet.116;Дом Плаумен;x
EVTOPTEmbs_cadet.116;Дом Спейд;x
EVTOPTFmbs_cadet.116;Дом Барроу;x
EVTOPTGmbs_cadet.116;Дом Тэтчер;x
GetCadetHouseName_A;[This.GetCadetToken_Prefix][This.GetCadetToken_Suffix];x
GetCadetHouseName_B;[This.GetCadetToken_Prefix][cadet_parent.GetHouseSymbol];x
GetHouseSymbol_Acorn;экон;x
GetHouseSymbol_Adder;эддер;x
GetHouseSymbol_Anchor;энхор;x
GetHouseSymbol_Ant;энт;x
GetHouseSymbol_Antler;антлер;x
GetHouseSymbol_Apple;эппл;x
GetHouseSymbol_Arrow;эрроу;x
GetHouseSymbol_Axe;акс;x
GetHouseSymbol_Badger;баджер;x
GetHouseSymbol_Barrel;баррель;x
GetHouseSymbol_Bat;бэт;x
GetHouseSymbol_Bear;бир;x
GetHouseSymbol_Bee;би;x
GetHouseSymbol_Beetle;битл;x
GetHouseSymbol_Bell;белл;x
GetHouseSymbol_Berry;берри;x
GetHouseSymbol_Bird;берд;x
GetHouseSymbol_Boar;бор;x
GetHouseSymbol_Bolt;болт;x
GetHouseSymbol_Bone;боун;x
GetHouseSymbol_Book;бук;x
GetHouseSymbol_Boot;бут;x
GetHouseSymbol_Bow;боу;x
GetHouseSymbol_Bridge;бридж;x
GetHouseSymbol_Bronze;бронз;x
GetHouseSymbol_Brook;брук;x
GetHouseSymbol_Bucket;бакет;x
GetHouseSymbol_Buckle;бакл;x
GetHouseSymbol_Bull;булл;x
GetHouseSymbol_Burn;берн;x
GetHouseSymbol_Bush;буш;x
GetHouseSymbol_Butterfly;баттерфлай;x
GetHouseSymbol_Candle;кендл;x
GetHouseSymbol_Castle;касл;x
GetHouseSymbol_Cat;кэт;x
GetHouseSymbol_Centaur;кентавр;x
GetHouseSymbol_Codd;кодд;x
GetHouseSymbol_Coin;коин;x
GetHouseSymbol_Crab;крэб;x
GetHouseSymbol_Crane;крейн;x
GetHouseSymbol_Cross;кросс;x
GetHouseSymbol_Crow;кроу;x
GetHouseSymbol_Crown;краун;x
GetHouseSymbol_Dagger;даггер;x
GetHouseSymbol_Deer;дир;x
GetHouseSymbol_Dolphin;долфин;x
GetHouseSymbol_Dragon;драгон;x
GetHouseSymbol_Drift;дрифт;x
GetHouseSymbol_Eagle;игл;x
GetHouseSymbol_Falcon;фалкон;x
GetHouseSymbol_Fawn;фавн;x
GetHouseSymbol_Feather;фезер;x
GetHouseSymbol_Ferret;феррет;x
GetHouseSymbol_Fish;фиш;x
GetHouseSymbol_Fist;фист;x
GetHouseSymbol_Flagon;флегон;x
GetHouseSymbol_Flail;флейль;x
GetHouseSymbol_Flame;флейм;x
GetHouseSymbol_Flower;флауэр;x
GetHouseSymbol_Fool;фул;x
GetHouseSymbol_Foot;фут;x
GetHouseSymbol_Fork;форк;x
GetHouseSymbol_Fort;форт;x
GetHouseSymbol_Fox;фокс;x
GetHouseSymbol_Frog;фрог;x
GetHouseSymbol_Giant;гигант;x
GetHouseSymbol_Good;гуд;x
GetHouseSymbol_Goose;гус;x
GetHouseSymbol_Griffin;гриффин;x
GetHouseSymbol_Hammer;хаммер;x
GetHouseSymbol_Hand;хэнд;x
GetHouseSymbol_Harp;харп;x
GetHouseSymbol_Hawk;хоук;x
GetHouseSymbol_Hay;хэй;x
GetHouseSymbol_Heart;харт;x
GetHouseSymbol_Helm;хельм;x
GetHouseSymbol_Heron;херон;x
GetHouseSymbol_Horn;хорн;x
GetHouseSymbol_Horse;хорс;x
GetHouseSymbol_Hound;хаунд;x
GetHouseSymbol_House;хауз;x
GetHouseSymbol_Hunter;хантер;x
GetHouseSymbol_Ivy;иви;x
GetHouseSymbol_Kettle;кеттл;x
GetHouseSymbol_Key;ки;x
GetHouseSymbol_King;кинг;x
GetHouseSymbol_Knife;найф;x
GetHouseSymbol_Knight;найт;x
GetHouseSymbol_Kraken;кракен;x
GetHouseSymbol_Lamb;ламб;x
GetHouseSymbol_Lance;лэнс;x
GetHouseSymbol_Lemon;лаймон;x
GetHouseSymbol_Leopard;леопард;x
GetHouseSymbol_Leviathan;левиафан;x
GetHouseSymbol_Lion;лайон;x
GetHouseSymbol_Lizard;лизард;x
GetHouseSymbol_Lobster;лобстер;x
GetHouseSymbol_Maiden;мэйден;x
GetHouseSymbol_Man;мэн;x
GetHouseSymbol_Maple;мэпл;x
GetHouseSymbol_Merman;мермэн;x
GetHouseSymbol_Moon;мун;x
GetHouseSymbol_Moose;мус;x
GetHouseSymbol_Nail;нейл;x
GetHouseSymbol_Nettle;нэттл;x
GetHouseSymbol_Noose;нус;x
GetHouseSymbol_Oak;ок;x
GetHouseSymbol_Oar;ор;x
GetHouseSymbol_Onion;онион;x
GetHouseSymbol_Owl;оул;x
GetHouseSymbol_Ox;окс;x
GetHouseSymbol_Pall;палл;x
GetHouseSymbol_Paw;поу;x
GetHouseSymbol_Pea;пи;x
GetHouseSymbol_Peacock;пикок;x
GetHouseSymbol_Pepper;пеппер;x
GetHouseSymbol_Pine;пайн;x
GetHouseSymbol_Plowman;плоумен;x
GetHouseSymbol_Quill;квилл;x
GetHouseSymbol_Ram;рэм;x
GetHouseSymbol_Raven;рэйвен;x
GetHouseSymbol_Ring;ринг;x
GetHouseSymbol_Rooster;рустер;x
GetHouseSymbol_Rose;роуз;x
GetHouseSymbol_Salmon;салмон;x
GetHouseSymbol_Scales;скейлс;x
GetHouseSymbol_Scorpion;скорпион;x
GetHouseSymbol_Scythe;скит;x
GetHouseSymbol_Seahorse;сихорс;x
GetHouseSymbol_Sealion;силайон;x
GetHouseSymbol_Serpent;серпент;x
GetHouseSymbol_Shell;шелл;x
GetHouseSymbol_Ship;шип;x
GetHouseSymbol_Shoal;шоал;x
GetHouseSymbol_Sister;систер;x
GetHouseSymbol_Skull;скалл;x
GetHouseSymbol_Snake;снейк;x
GetHouseSymbol_Spear;спир;x
GetHouseSymbol_Spider;спайдер;x
GetHouseSymbol_Spoon;спун;x
GetHouseSymbol_Spout;спут;x
GetHouseSymbol_Squirrel;сквиррел;x
GetHouseSymbol_Staff;стафф;x
GetHouseSymbol_Stag;стэг;x
GetHouseSymbol_Stallion;сталлион;x
GetHouseSymbol_Star;стар;x
GetHouseSymbol_Starfish;старфиш;x
GetHouseSymbol_Storm;шторм;x
GetHouseSymbol_Sun;сан;x
GetHouseSymbol_Swan;сван;x
GetHouseSymbol_Sword;сворд;x
GetHouseSymbol_Swordfish;свордфиш;x
GetHouseSymbol_Thistle;тистл;x
GetHouseSymbol_Thorn;торн;x
GetHouseSymbol_Tooth;туз;x
GetHouseSymbol_Tower;тауэр;x
GetHouseSymbol_Tree;три;x
GetHouseSymbol_Trident;трайдент;x
GetHouseSymbol_Turtle;тертл;x
GetHouseSymbol_Unicorn;юникорн;x
GetHouseSymbol_Vulture;валчер;x
GetHouseSymbol_Wave;вэйв;x
GetHouseSymbol_Weasel;везел;x
GetHouseSymbol_Wheat;вит;x
GetHouseSymbol_Wheel;виэл;x
GetHouseSymbol_Willow;виллоу;x
GetHouseSymbol_Wing;винг;x
GetHouseSymbol_Wolf;вульф;x
GetHouseSymbol_Wool;вул;x
GetHouseSymbol_Wreath;рит;x
GetHouseSymbol_Wright;райт;x
GetHouseSymbol_Wyvern;виверн;x
GetCadetToken_Prefix_2;Тенн;x
GetCadetToken_Prefix_3;Фрост;x
GetCadetToken_Prefix_4;Айс;x
GetCadetToken_Prefix_5;Скел;x
GetCadetToken_Prefix_6;Шивер;x
GetCadetToken_Prefix_7;Айс;x
GetCadetToken_Prefix_8;Форк;x
GetCadetToken_Prefix_9;Фист;x
GetCadetToken_Prefix_10;Антлер;x
GetCadetToken_Prefix_11;Винтер;x
GetCadetToken_Prefix_12;Уайт;x
GetCadetToken_Prefix_13;Хонт;x
GetCadetToken_Prefix_14;Хард;x
